"Page: 114  March 10, 2016"
""
"L.209 Open Market Paper"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted"
""
"","2010","2011","2012","2013","2014","2015","2014","2015","2015","2015","2015",""
"Description","","","","","","","Q4","Q1","Q2","Q3","Q4",""
"All sectors; open market paper; liability","1057.6","969.3","952.4","951.6","930.4","941.5","930.4","952.7","978.8","991.3","941.5","1"
"All sectors; commercial paper; liability","1057.5","969.2","952.4","951.6","930.4","941.5","930.4","952.7","978.8","991.3","941.5","2"
"Nonfinancial corporate business; commercial paper; liability","82.9","116.3","130.3","144.5","182.0","176.5","182.0","188.2","177.5","201.2","176.5","3"
"Rest of the world; commercial paper; liability","398.6","345.1","373.0","407.0","385.6","444.8","385.6","415.9","429.4","447.8","444.8","4"
"Rest of the world; commercial paper issued by nonfinancial firms; liability","30.6","30.2","40.4","51.6","45.2","44.1","45.2","49.7","67.0","57.8","44.1","5"
"Rest of the world; commercial paper issued by financial firms; liability","368.0","314.9","332.6","355.4","340.4","400.7","340.4","366.2","362.4","390.0","400.7","6"
"Domestic financial sectors; commercial paper; liability","575.9","507.8","449.1","400.2","362.9","320.1","362.9","348.5","371.9","342.3","320.1","7"
"U.S.-chartered depository institutions; asset-backed commercial paper; liability","112.9","120.6","87.5","59.7","54.5","53.6","54.5","49.0","50.1","51.1","53.6","8"
"Issuers of asset-backed securities; commercial paper, excluding U.S.-chartered commercial banks' asset-backed commercial paper; liability","120.2","96.0","87.0","79.9","64.8","57.5","64.8","64.4","70.0","58.1","57.5","9"
"Finance companies; commercial paper; liability","111.0","121.0","129.1","118.8","117.8","115.2","117.8","113.8","121.0","122.2","115.2","10"
"Mortgage real estate investment trusts; commercial paper; liability","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11"
"Holding companies; commercial paper; liability","64.7","75.9","116.4","96.6","77.0","5.7","77.0","70.0","56.3","16.0","5.7","12"
"Funding corporations; commercial paper; liability","167.1","94.3","29.0","45.2","48.9","88.2","48.9","51.3","74.5","94.9","88.2","13"
"Private depository institutions; bankers' acceptances; liability","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14"
"U.S.-chartered depository institutions; bankers' acceptances; liability","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15"
"Foreign banking offices in the U.S.; bankers' acceptances; liability","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16"
"All sectors; open market paper; liability","1057.6","969.3","952.4","951.6","930.4","941.5","930.4","952.7","978.8","991.3","941.5","17"
"Nonprofit organizations; commercial paper; asset","21.1","19.4","18.8","15.0","14.9","13.7","14.9","15.2","15.7","14.3","13.7","18"
"Nonfinancial corporate business; commercial paper; asset","68.0","67.9","59.5","52.9","53.6","47.4","53.6","50.7","50.1","48.3","47.4","19"
"State and local governments, excluding employee retirement funds; commercial paper; asset","102.7","90.5","82.7","73.3","66.3","64.9","66.3","65.4","64.2","67.0","64.9","20"
"Monetary authority; bankers' acceptances; asset","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21"
"U.S.-chartered depository institutions; open market paper; asset","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22"
"Foreign banking offices in the U.S.; bankers' acceptances; asset","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23"
"Credit unions; commercial paper held by Corporate Credit Unions; asset","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24"
"Property-casualty insurance companies; commercial paper; asset","7.9","8.8","7.4","8.1","7.9","7.9","7.9","7.9","7.8","7.9","7.9","25"
"Life insurance companies; commercial paper; asset","40.9","29.7","43.6","46.7","42.2","42.5","42.2","43.2","41.8","45.5","42.5","26"
"Private pension funds; total commercial paper; asset","40.1","42.6","37.7","43.6","44.8","47.8","44.8","46.6","47.4","47.2","47.8","27"
"State and local government employee retirement funds; commercial paper; asset","40.3","42.1","38.5","41.4","46.2","49.4","46.2","49.2","50.8","49.2","49.4","28"
"Money market mutual funds; open market paper; asset","394.2","354.2","340.8","352.0","333.5","294.2","333.5","341.8","336.6","332.3","294.2","29"
"Mutual funds; commercial paper; asset","66.3","40.0","77.5","105.2","120.5","102.1","120.5","120.2","115.4","106.6","102.1","30"
"Government-sponsored enterprises; commercial paper; asset","9.9","6.5","3.4","4.4","6.0","4.6","6.0","5.6","5.6","5.0","4.6","31"
"Security brokers and dealers; commercial paper; asset","36.2","42.1","29.9","28.7","20.8","19.5","20.8","21.7","19.6","19.5","19.5","32"
"Funding corporations; commercial paper; asset","127.8","122.9","109.8","79.0","65.8","144.7","65.8","66.7","110.8","147.7","144.7","33"
"Rest of the world; commercial paper; asset","102.1","102.7","102.8","101.3","107.9","102.7","107.9","118.4","113.0","100.8","102.7","34"
